Empresa;Departamento;Municipio;Número único de identificación del sistema de tratamiento (NUPTAR);Caudal medio anual a la entrada (L/S);Caudal medio anual a la salida (LTS/SG);pH Unidades;Temperatura (°C);Sóidos Totales (mg/litro);DBO (Kg/Día);DQO (Kg/Día;Fecha de cargue;;
OFICINA DE SERVICIOS PUBLICOS DOMICILIARIOS  DE ACUEDUCTO; ALCANTARILLADO Y ASEO DEL MUNICIPIO DE CACHIPAY;CUNDINAMARCA;CACHIPAY;3163;1.308;1.25;0;0;0;0;0;29-oct-25;
OFICINA DE SERVICIOS PUBLICOS DOMICILIARIOS  DE ACUEDUCTO; ALCANTARILLADO Y ASEO DEL MUNICIPIO DE CACHIPAY;CUNDINAMARCA;CACHIPAY;3164;1.308;1.217;0;0;0;0;0;29-oct-25;
OFICINA DE SERVICIOS PUBLICOS DOMICILIARIOS  DE ACUEDUCTO; ALCANTARILLADO Y ASEO DEL MUNICIPIO DE CACHIPAY;CUNDINAMARCA;CACHIPAY;7899;0;0;0;0;0;0;0;29-oct-25;
OPERADORES DE SERVICIOS DE LA SIERRA S.A.S. E.S.P.;MAGDALENA;CIENAGA;1161;0;247.695;7.465;28.65;28.55;24.795;76.74;10-mar-25;;
OPERADORES DE SERVICIOS S.A.  E.S.P.;ANTIOQUIA;CARAMANTA;1123;3.202;3.202;6.662;22.4;627;91.15;284.5;5-may-25;;
OPERADORES DE SERVICIOS S.A.  E.S.P.;ANTIOQUIA;CARAMANTA;1282;1.364;1.364;6.706;22.167;458;186.7;503.5;5-may-25;;
OPERADORES DE SERVICIOS S.A.  E.S.P.;ANTIOQUIA;FREDONIA;1123;3.202;3.202;6.662;22.4;627;91.15;284.5;5-may-25;;
OPERADORES DE SERVICIOS S.A.  E.S.P.;ANTIOQUIA;FREDONIA;1282;1.364;1.364;6.706;22.167;458;186.7;503.5;5-may-25;;
OPERADORES DE SERVICIOS S.A.  E.S.P.;ANTIOQUIA;SANTA BARBARA;1123;3.202;3.202;6.662;22.4;627;91.15;284.5;5-may-25;;
OPERADORES DE SERVICIOS S.A.  E.S.P.;ANTIOQUIA;SANTA BARBARA;1282;1.364;1.364;6.706;22.167;458;186.7;503.5;5-may-25;;
OPERADORES DE SERVICIOS S.A.  E.S.P.;ANTIOQUIA;VALPARAISO;1123;3.202;3.202;6.662;22.4;627;91.15;284.5;5-may-25;;
OPERADORES DE SERVICIOS S.A.  E.S.P.;ANTIOQUIA;VALPARAISO;1282;1.364;1.364;6.706;22.167;458;186.7;503.5;5-may-25;;
OZONO EMPRESA DE SERVICIOS PUBLICOS S.A.S E.S.P;VALLE;JAMUNDI;5529;11.02;11.02;6.865;29.85;12.5;36.5;72.5;23-jul-25;;
PROHIDRIK S.A.S. E.S.P.;CESAR;TAMALAMEQUE;8300;37.3;37.3;7.71;30.8;16.7;58.3;231.19;20-jun-25;;
PROHIDRIK S.A.S. E.S.P.;CESAR;TAMALAMEQUE;8301;6.64;6.64;7.85;34.3;8;62.9;114.14;20-jun-25;;
PROHIDRIK S.A.S. E.S.P.;CESAR;TAMALAMEQUE;8302;12.06;12.06;7.22;30.9;7;38.2;69.7;20-jun-25;;
PROHIDRIK S.A.S. E.S.P.;CESAR;TAMALAMEQUE;8303;2.86;2.86;7.18;30.2;47;37.7;67.65;20-jun-25;;
PROHIDRIK S.A.S. E.S.P.;CESAR;TAMALAMEQUE;8304;0.57;0.57;7.18;29.9;6.5;24.03;40.08;20-jun-25;;
PROHIDRIK S.A.S. E.S.P.;MAGDALENA;PIVIJAY;8300;37.3;37.3;7.71;30.8;16.7;58.3;231.19;20-jun-25;;
PROHIDRIK S.A.S. E.S.P.;MAGDALENA;PIVIJAY;8301;6.64;6.64;7.85;34.3;8;62.9;114.14;20-jun-25;;
PROHIDRIK S.A.S. E.S.P.;MAGDALENA;PIVIJAY;8302;12.06;12.06;7.22;30.9;7;38.2;69.7;20-jun-25;;
PROHIDRIK S.A.S. E.S.P.;MAGDALENA;PIVIJAY;8303;2.86;2.86;7.18;30.2;47;37.7;67.65;20-jun-25;;
PROHIDRIK S.A.S. E.S.P.;MAGDALENA;PIVIJAY;8304;0.57;0.57;7.18;29.9;6.5;24.03;40.08;20-jun-25;;
PROHIDRIK S.A.S. E.S.P.;MAGDALENA;PLATO;8300;37.3;37.3;7.71;30.8;16.7;58.3;231.19;20-jun-25;;
PROHIDRIK S.A.S. E.S.P.;MAGDALENA;PLATO;8301;6.64;6.64;7.85;34.3;8;62.9;114.14;20-jun-25;;
PROHIDRIK S.A.S. E.S.P.;MAGDALENA;PLATO;8302;12.06;12.06;7.22;30.9;7;38.2;69.7;20-jun-25;;
PROHIDRIK S.A.S. E.S.P.;MAGDALENA;PLATO;8303;2.86;2.86;7.18;30.2;47;37.7;67.65;20-jun-25;;
PROHIDRIK S.A.S. E.S.P.;MAGDALENA;PLATO;8304;0.57;0.57;7.18;29.9;6.5;24.03;40.08;20-jun-25;;
PROHIDRIK S.A.S. E.S.P.;MAGDALENA;TENERIFE;8300;37.3;37.3;7.71;30.8;16.7;58.3;231.19;20-jun-25;;
PROHIDRIK S.A.S. E.S.P.;MAGDALENA;TENERIFE;8301;6.64;6.64;7.85;34.3;8;62.9;114.14;20-jun-25;;
PROHIDRIK S.A.S. E.S.P.;MAGDALENA;TENERIFE;8302;12.06;12.06;7.22;30.9;7;38.2;69.7;20-jun-25;;
PROHIDRIK S.A.S. E.S.P.;MAGDALENA;TENERIFE;8303;2.86;2.86;7.18;30.2;47;37.7;67.65;20-jun-25;;
PROHIDRIK S.A.S. E.S.P.;MAGDALENA;TENERIFE;8304;0.57;0.57;7.18;29.9;6.5;24.03;40.08;20-jun-25;;
RED VITAL PAIPA S.A. E.S.P;BOYACA;PAIPA;541;3114;3008;7.4;17.5;0;13;23;19-may-25;;
SERVICIOS PUBLICOS YALÍ S.A. E.S.P.;ANTIOQUIA;YALI;3785;2.6;2.593;6.853;24.278;24.9;47.4;118;28-JAN-26;;
SERVICIOS PUBLICOS YALÍ S.A. E.S.P.;ANTIOQUIA;YALI;3786;3.897;3.904;6.833;24.302;27.9;64.8;162;28-JAN-26;;
SISTEMA INTEGRADO DE ALCANTARILLADO Y ASEO DE PINCHOTE SANTANDER;SANTANDER;PINCHOTE;2622;0;1.12;7.2;23.9;139.33;174.67;450;30-JAN-25;;
SISTEMA INTEGRADO DE ALCANTARILLADO Y ASEO DE PINCHOTE SANTANDER;SANTANDER;PINCHOTE;2623;0;2.3;7.2;23.9;206;136;342;30-JAN-25;;
SISTEMAS PUBLICOS S.A. E.S.P.;ANTIOQUIA;NECOCLI;1802;0;0;0;0;0;0;0;17-nov-25;;
SISTEMAS PUBLICOS S.A. E.S.P.;ANTIOQUIA;NECOCLI;1803;0;7.54;7.9;46;15.34;75;96;17-nov-25;;
SISTEMAS PUBLICOS S.A. E.S.P.;ANTIOQUIA;SAN PEDRO DE URABA;1802;0;0;0;0;0;0;0;17-nov-25;;
SISTEMAS PUBLICOS S.A. E.S.P.;ANTIOQUIA;SAN PEDRO DE URABA;1803;0;7.54;7.9;46;15.34;75;96;17-nov-25;;
SOCIEDAD DE ACUEDUCTO; ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.;ATLANTICO;BARANOA;921;748.26;748.26;7.554;31.108;44.542;76.358;153.5;12-mar-25;
SOCIEDAD DE ACUEDUCTO; ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.;ATLANTICO;BARANOA;922;81.459;81.459;7.663;29.892;17.765;40.292;128.708;14-mar-25;
SOCIEDAD DE ACUEDUCTO; ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.;ATLANTICO;BARANOA;923;65.918;65.918;7.491;31.667;35.061;63.383;189.467;15-mar-25;
SOCIEDAD DE ACUEDUCTO; ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.;ATLANTICO;BARANOA;3982;52.932;52.932;7.393;30.533;56.883;58.783;213.875;13-mar-25;
SOCIEDAD DE ACUEDUCTO; ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.;ATLANTICO;BARANOA;3983;46.79;46.79;7.446;30.433;73.9;61.45;244.083;13-mar-25;
SOCIEDAD DE ACUEDUCTO; ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.;ATLANTICO;BARANOA;3984;54.844;54.844;7.184;30.933;29.337;73.342;181.667;13-mar-25;
SOCIEDAD DE ACUEDUCTO; ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.;ATLANTICO;BARANOA;3985;65.187;65.187;6.988;30.925;19.88;60.325;150.8;14-mar-25;
SOCIEDAD DE ACUEDUCTO; ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.;ATLANTICO;BARANOA;4605;33.371;33.371;7.551;29.467;42.742;39.55;164.1;14-mar-25;
SOCIEDAD DE ACUEDUCTO; ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.;ATLANTICO;BARANOA;5325;1820;1820;7.5;31.297;39;134.02;305.17;10-mar-25;
SOCIEDAD DE ACUEDUCTO; ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.;ATLANTICO;BARANOA;6319;1.663;1.663;7.787;28.817;35.183;32.683;110.608;14-mar-25;
SOCIEDAD DE ACUEDUCTO; ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.;ATLANTICO;BARANOA;6899;65.918;65.918;7.491;31.667;35.061;63.383;189.467;14-mar-25;
SOCIEDAD DE ACUEDUCTO; ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.;ATLANTICO;BARANOA;6900;748.26;748.26;7.554;31.108;44.542;48.733;153.5;12-mar-25;
SOCIEDAD DE ACUEDUCTO; ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.;ATLANTICO;BARANOA;6901;81.46;81.46;7.663;29.892;17.765;40.292;127.208;14-mar-25;
SOCIEDAD DE ACUEDUCTO; ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.;ATLANTICO;BARANOA;6902;54.844;54.844;7.184;30.933;29.337;73.342;181.667;13-mar-25;
SOCIEDAD DE ACUEDUCTO; ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.;ATLANTICO;BARANOA;6903;65.187;65.187;6.988;30.925;19.88;60.325;150.8;14-mar-25;
SOCIEDAD DE ACUEDUCTO; ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.;ATLANTICO;BARANOA;6904;52.932;52.932;7.373;30.533;53.05;59.158;219.125;13-mar-25;
SOCIEDAD DE ACUEDUCTO; ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.;ATLANTICO;BARANOA;6905;46.66;46.66;7.446;30.433;73.9;61.45;244.083;13-mar-25;
SOCIEDAD DE ACUEDUCTO; ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.;ATLANTICO;BARANOA;6906;33.371;33.371;7.551;29.467;42.742;39.55;164.1;14-mar-25;
SOCIEDAD DE ACUEDUCTO; ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.;ATLANTICO;BARANOA;6907;1820;1820;7.53;31.19;39;134.02;305.17;10-mar-25;
SOCIEDAD DE ACUEDUCTO; ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.;ATLANTICO;BARANOA;6908;1.663;1.663;7.787;28.817;35.183;32.683;110.608;14-mar-25;
SOCIEDAD DE ACUEDUCTO; ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.;ATLANTICO;BARANOA;6909;24.926;24.926;7.494;29.783;20.46;24.533;117.133;14-mar-25;
SOCIEDAD DE ACUEDUCTO; ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.;ATLANTICO;BARANOA;6910;16.065;16.065;8.195;30.308;59.95;44.542;149.775;15-mar-25;
SOCIEDAD DE ACUEDUCTO; ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.;ATLANTICO;BARRANQUILLA;921;748.26;748.26;7.554;31.108;44.542;76.358;153.5;12-mar-25;
SOCIEDAD DE ACUEDUCTO; ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.;ATLANTICO;BARRANQUILLA;922;81.459;81.459;7.663;29.892;17.765;40.292;128.708;14-mar-25;
SOCIEDAD DE ACUEDUCTO; ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.;ATLANTICO;BARRANQUILLA;923;65.918;65.918;7.491;31.667;35.061;63.383;189.467;15-mar-25;
SOCIEDAD DE ACUEDUCTO; ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.;ATLANTICO;BARRANQUILLA;3982;52.932;52.932;7.393;30.533;56.883;58.783;213.875;13-mar-25;
SOCIEDAD DE ACUEDUCTO; ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.;ATLANTICO;BARRANQUILLA;3983;46.79;46.79;7.446;30.433;73.9;61.45;244.083;13-mar-25;
SOCIEDAD DE ACUEDUCTO; ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.;ATLANTICO;BARRANQUILLA;3984;54.844;54.844;7.184;30.933;29.337;73.342;181.667;13-mar-25;
SOCIEDAD DE ACUEDUCTO; ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.;ATLANTICO;BARRANQUILLA;3985;65.187;65.187;6.988;30.925;19.88;60.325;150.8;14-mar-25;
SOCIEDAD DE ACUEDUCTO; ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.;ATLANTICO;BARRANQUILLA;4605;33.371;33.371;7.551;29.467;42.742;39.55;164.1;14-mar-25;
SOCIEDAD DE ACUEDUCTO; ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.;ATLANTICO;BARRANQUILLA;5325;1820;1820;7.5;31.297;39;134.02;305.17;10-mar-25;
SOCIEDAD DE ACUEDUCTO; ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.;ATLANTICO;BARRANQUILLA;6319;1.663;1.663;7.787;28.817;35.183;32.683;110.608;14-mar-25;
SOCIEDAD DE ACUEDUCTO; ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.;ATLANTICO;BARRANQUILLA;6899;65.918;65.918;7.491;31.667;35.061;63.383;189.467;14-mar-25;
SOCIEDAD DE ACUEDUCTO; ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.;ATLANTICO;BARRANQUILLA;6900;748.26;748.26;7.554;31.108;44.542;48.733;153.5;12-mar-25;
SOCIEDAD DE ACUEDUCTO; ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.;ATLANTICO;BARRANQUILLA;6901;81.46;81.46;7.663;29.892;17.765;40.292;127.208;14-mar-25;
SOCIEDAD DE ACUEDUCTO; ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.;ATLANTICO;BARRANQUILLA;6902;54.844;54.844;7.184;30.933;29.337;73.342;181.667;13-mar-25;
SOCIEDAD DE ACUEDUCTO; ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.;ATLANTICO;BARRANQUILLA;6903;65.187;65.187;6.988;30.925;19.88;60.325;150.8;14-mar-25;
SOCIEDAD DE ACUEDUCTO; ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.;ATLANTICO;BARRANQUILLA;6904;52.932;52.932;7.373;30.533;53.05;59.158;219.125;13-mar-25;
SOCIEDAD DE ACUEDUCTO; ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.;ATLANTICO;BARRANQUILLA;6905;46.66;46.66;7.446;30.433;73.9;61.45;244.083;13-mar-25;
SOCIEDAD DE ACUEDUCTO; ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.;ATLANTICO;BARRANQUILLA;6906;33.371;33.371;7.551;29.467;42.742;39.55;164.1;14-mar-25;
SOCIEDAD DE ACUEDUCTO; ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.;ATLANTICO;BARRANQUILLA;6907;1820;1820;7.53;31.19;39;134.02;305.17;10-mar-25;
SOCIEDAD DE ACUEDUCTO; ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.;ATLANTICO;BARRANQUILLA;6908;1.663;1.663;7.787;28.817;35.183;32.683;110.608;14-mar-25;
SOCIEDAD DE ACUEDUCTO; ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.;ATLANTICO;BARRANQUILLA;6909;24.926;24.926;7.494;29.783;20.46;24.533;117.133;14-mar-25;
SOCIEDAD DE ACUEDUCTO; ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.;ATLANTICO;BARRANQUILLA;6910;16.065;16.065;8.195;30.308;59.95;44.542;149.775;15-mar-25;
SOCIEDAD DE ACUEDUCTO; ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.;ATLANTICO;GALAPA;921;748.26;748.26;7.554;31.108;44.542;76.358;153.5;12-mar-25;
SOCIEDAD DE ACUEDUCTO; ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.;ATLANTICO;GALAPA;922;81.459;81.459;7.663;29.892;17.765;40.292;128.708;14-mar-25;
SOCIEDAD DE ACUEDUCTO; ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.;ATLANTICO;GALAPA;923;65.918;65.918;7.491;31.667;35.061;63.383;189.467;15-mar-25;
SOCIEDAD DE ACUEDUCTO; ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.;ATLANTICO;GALAPA;3982;52.932;52.932;7.393;30.533;56.883;58.783;213.875;13-mar-25;
SOCIEDAD DE ACUEDUCTO; ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.;ATLANTICO;GALAPA;3983;46.79;46.79;7.446;30.433;73.9;61.45;244.083;13-mar-25;
SOCIEDAD DE ACUEDUCTO; ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.;ATLANTICO;GALAPA;3984;54.844;54.844;7.184;30.933;29.337;73.342;181.667;13-mar-25;
SOCIEDAD DE ACUEDUCTO; ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.;ATLANTICO;GALAPA;3985;65.187;65.187;6.988;30.925;19.88;60.325;150.8;14-mar-25;
SOCIEDAD DE ACUEDUCTO; ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.;ATLANTICO;GALAPA;4605;33.371;33.371;7.551;29.467;42.742;39.55;164.1;14-mar-25;
SOCIEDAD DE ACUEDUCTO; ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.;ATLANTICO;GALAPA;5325;1820;1820;7.5;31.297;39;134.02;305.17;10-mar-25;
SOCIEDAD DE ACUEDUCTO; ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.;ATLANTICO;GALAPA;6319;1.663;1.663;7.787;28.817;35.183;32.683;110.608;14-mar-25;
SOCIEDAD DE ACUEDUCTO; ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.;ATLANTICO;GALAPA;6899;65.918;65.918;7.491;31.667;35.061;63.383;189.467;14-mar-25;
SOCIEDAD DE ACUEDUCTO; ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.;ATLANTICO;GALAPA;6900;748.26;748.26;7.554;31.108;44.542;48.733;153.5;12-mar-25;
SOCIEDAD DE ACUEDUCTO; ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.;ATLANTICO;GALAPA;6901;81.46;81.46;7.663;29.892;17.765;40.292;127.208;14-mar-25;
SOCIEDAD DE ACUEDUCTO; ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.;ATLANTICO;GALAPA;6902;54.844;54.844;7.184;30.933;29.337;73.342;181.667;13-mar-25;
SOCIEDAD DE ACUEDUCTO; ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.;ATLANTICO;GALAPA;6903;65.187;65.187;6.988;30.925;19.88;60.325;150.8;14-mar-25;
SOCIEDAD DE ACUEDUCTO; ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.;ATLANTICO;GALAPA;6904;52.932;52.932;7.373;30.533;53.05;59.158;219.125;13-mar-25;
SOCIEDAD DE ACUEDUCTO; ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.;ATLANTICO;GALAPA;6905;46.66;46.66;7.446;30.433;73.9;61.45;244.083;13-mar-25;
SOCIEDAD DE ACUEDUCTO; ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.;ATLANTICO;GALAPA;6906;33.371;33.371;7.551;29.467;42.742;39.55;164.1;14-mar-25;
SOCIEDAD DE ACUEDUCTO; ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.;ATLANTICO;GALAPA;6907;1820;1820;7.53;31.19;39;134.02;305.17;10-mar-25;
SOCIEDAD DE ACUEDUCTO; ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.;ATLANTICO;GALAPA;6908;1.663;1.663;7.787;28.817;35.183;32.683;110.608;14-mar-25;
SOCIEDAD DE ACUEDUCTO; ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.;ATLANTICO;GALAPA;6909;24.926;24.926;7.494;29.783;20.46;24.533;117.133;14-mar-25;
SOCIEDAD DE ACUEDUCTO; ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.;ATLANTICO;GALAPA;6910;16.065;16.065;8.195;30.308;59.95;44.542;149.775;15-mar-25;
SOCIEDAD DE ACUEDUCTO; ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.;ATLANTICO;MALAMBO;921;748.26;748.26;7.554;31.108;44.542;76.358;153.5;12-mar-25;
SOCIEDAD DE ACUEDUCTO; ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.;ATLANTICO;MALAMBO;922;81.459;81.459;7.663;29.892;17.765;40.292;128.708;14-mar-25;
SOCIEDAD DE ACUEDUCTO; ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.;ATLANTICO;MALAMBO;923;65.918;65.918;7.491;31.667;35.061;63.383;189.467;15-mar-25;
SOCIEDAD DE ACUEDUCTO; ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.;ATLANTICO;MALAMBO;3982;52.932;52.932;7.393;30.533;56.883;58.783;213.875;13-mar-25;
SOCIEDAD DE ACUEDUCTO; ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.;ATLANTICO;MALAMBO;3983;46.79;46.79;7.446;30.433;73.9;61.45;244.083;13-mar-25;
SOCIEDAD DE ACUEDUCTO; ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.;ATLANTICO;MALAMBO;3984;54.844;54.844;7.184;30.933;29.337;73.342;181.667;13-mar-25;
SOCIEDAD DE ACUEDUCTO; ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.;ATLANTICO;MALAMBO;3985;65.187;65.187;6.988;30.925;19.88;60.325;150.8;14-mar-25;
SOCIEDAD DE ACUEDUCTO; ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.;ATLANTICO;MALAMBO;4605;33.371;33.371;7.551;29.467;42.742;39.55;164.1;14-mar-25;
SOCIEDAD DE ACUEDUCTO; ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.;ATLANTICO;MALAMBO;5325;1820;1820;7.5;31.297;39;134.02;305.17;10-mar-25;
SOCIEDAD DE ACUEDUCTO; ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.;ATLANTICO;MALAMBO;6319;1.663;1.663;7.787;28.817;35.183;32.683;110.608;14-mar-25;
SOCIEDAD DE ACUEDUCTO; ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.;ATLANTICO;MALAMBO;6899;65.918;65.918;7.491;31.667;35.061;63.383;189.467;14-mar-25;
SOCIEDAD DE ACUEDUCTO; ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.;ATLANTICO;MALAMBO;6900;748.26;748.26;7.554;31.108;44.542;48.733;153.5;12-mar-25;
SOCIEDAD DE ACUEDUCTO; ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.;ATLANTICO;MALAMBO;6901;81.46;81.46;7.663;29.892;17.765;40.292;127.208;14-mar-25;
SOCIEDAD DE ACUEDUCTO; ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.;ATLANTICO;MALAMBO;6902;54.844;54.844;7.184;30.933;29.337;73.342;181.667;13-mar-25;
SOCIEDAD DE ACUEDUCTO; ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.;ATLANTICO;MALAMBO;6903;65.187;65.187;6.988;30.925;19.88;60.325;150.8;14-mar-25;
SOCIEDAD DE ACUEDUCTO; ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.;ATLANTICO;MALAMBO;6904;52.932;52.932;7.373;30.533;53.05;59.158;219.125;13-mar-25;
SOCIEDAD DE ACUEDUCTO; ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.;ATLANTICO;MALAMBO;6905;46.66;46.66;7.446;30.433;73.9;61.45;244.083;13-mar-25;
SOCIEDAD DE ACUEDUCTO; ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.;ATLANTICO;MALAMBO;6906;33.371;33.371;7.551;29.467;42.742;39.55;164.1;14-mar-25;
SOCIEDAD DE ACUEDUCTO; ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.;ATLANTICO;MALAMBO;6907;1820;1820;7.53;31.19;39;134.02;305.17;10-mar-25;
SOCIEDAD DE ACUEDUCTO; ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.;ATLANTICO;MALAMBO;6908;1.663;1.663;7.787;28.817;35.183;32.683;110.608;14-mar-25;
SOCIEDAD DE ACUEDUCTO; ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.;ATLANTICO;MALAMBO;6909;24.926;24.926;7.494;29.783;20.46;24.533;117.133;14-mar-25;
SOCIEDAD DE ACUEDUCTO; ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.;ATLANTICO;MALAMBO;6910;16.065;16.065;8.195;30.308;59.95;44.542;149.775;15-mar-25;
SOCIEDAD DE ACUEDUCTO; ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.;ATLANTICO;PALMAR DE VARELA;921;748.26;748.26;7.554;31.108;44.542;76.358;153.5;12-mar-25;
SOCIEDAD DE ACUEDUCTO; ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.;ATLANTICO;PALMAR DE VARELA;922;81.459;81.459;7.663;29.892;17.765;40.292;128.708;14-mar-25;
SOCIEDAD DE ACUEDUCTO; ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.;ATLANTICO;PALMAR DE VARELA;923;65.918;65.918;7.491;31.667;35.061;63.383;189.467;15-mar-25;
SOCIEDAD DE ACUEDUCTO; ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.;ATLANTICO;PALMAR DE VARELA;3982;52.932;52.932;7.393;30.533;56.883;58.783;213.875;13-mar-25;
SOCIEDAD DE ACUEDUCTO; ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.;ATLANTICO;PALMAR DE VARELA;3983;46.79;46.79;7.446;30.433;73.9;61.45;244.083;13-mar-25;
